id,naziv,tip_ulice,ogranicenje_brzine,duzina_km
3414,Каменички пут,secondary,0,0.09865898636120461
3415,Каменички пут,secondary,0,0.037878009846757044
3418,Каменички пут,secondary,0,0.2917288597852213
3438,Каменички пут,secondary,0,0.09253575102368132
3440,Каменички пут,secondary,0,0.06785177304455986
3442,Каменички пут,secondary,0,0.051261474598362215
3443,Дунавске дивизије,tertiary,0,0.06596786409600096
3444,Каменички пут,secondary,0,0.09871425718035244
3445,Дунавске дивизије,tertiary,0,0.07810621839348814
3446,Дунавске дивизије,tertiary,0,0.04956311901058048
3447,Дунавске дивизије,tertiary,0,0.09426766836280648
3449,Каменички пут,secondary,0,0.20720994144342117
3451,Дунавске дивизије,tertiary,0,0.2771132408884018
3453,Каменички пут,secondary,0,0.19071888779432566
3455,Дунавске дивизије,tertiary,0,0.07720155982520079
3473,Булевар ослобођења,secondary,0,0.06021573511518307
3478,Булевар ослобођења,secondary,0,0.08444870184875916
3479,Народног фронта,tertiary,0,0.07781977777265461
3480,Народног фронта,tertiary,0,0.013072311861596598
3481,Булевар ослобођења,secondary,0,0.009752532642233023
3482,Народног фронта,tertiary,0,0.012961101698479586
3483,Булевар ослобођења,secondary,0,0.009007634175527834
3484,Народног фронта,tertiary,0,0.013451938836047091
3485,Народног фронта,tertiary,0,0.08950393775790312
3486,Народног фронта,tertiary,0,0.08698738390272885
3487,Булевар ослобођења,secondary,0,0.06493618274096759
3492,Народног фронта,tertiary,0,0.01585535304146633
3493,Народног фронта,tertiary,30,0.2029765232904123
3515,Булевар цара Лазара,secondary,0,0.09605562034211858
3517,Булевар цара Лазара,secondary,0,0.07191251411265508
3520,Булевар цара Лазара,secondary,0,0.2490800742663988
3554,Бранка Ћопића,tertiary,0,0.34641435816478994
3555,Бранка Ћопића,tertiary,0,0.19162152813186
3556,Ветерничка,tertiary,30,0.18808973751094765
3557,Бранка Ћопића,tertiary,30,0.018457225531575715
3585,Бранка Ћопића,tertiary,30,0.05313720537308275
3598,Бранка Ћопића,tertiary,0,0.7064253498987
3603,Ветерничка,tertiary,0,0.12860057924931734
3624,Хероја са Кошара,tertiary,0,1.2554001849934058
3647,Ветерничка,tertiary,0,0.6075429066554362
3699,Ветерничка,tertiary,30,0.14087778606858725
3716,Хероја са Кошара,tertiary,0,0.012238147557661791
3717,Хероја са Кошара,tertiary,0,0.012429476171120904
3718,Ветерничка,tertiary,30,0.01072201740952695
3719,Ветерничка,tertiary,30,0.010882203080843094
3720,Nepoznata ulica,tertiary,0,0.005377517965635265
3721,Nepoznata ulica,tertiary,0,0.02216851140256694
3722,Nepoznata ulica,tertiary,0,0.01903803149425346
3723,Nepoznata ulica,tertiary,0,0.005522077918324483
3747,Царице Милице,tertiary,0,0.06729679339338256
3759,Раде Кондића,primary,0,0.018311641893855778
3760,Раде Кондића,primary,0,0.07109771476939897
3761,Раде Кондића,primary,0,0.028988043082811523
3763,Раде Кондића,primary,0,0.04535246556129374
3766,Раде Кондића,primary,0,0.033849743083962165
3849,Раде Кондића,primary,0,0.15630809120418274
3852,Раде Кондића,primary,50,0.025349602570918416
3853,Раде Кондића,primary,50,0.00594325366173754
3854,Раде Кондића,primary,0,0.02682424505153796
3855,Раде Кондића,primary,50,0.022795406901881896
3857,Хероја са Кошара,tertiary,0,0.013997876526372782
3858,Хероја са Кошара,tertiary,0,0.014798365346864852
3911,Хероја са Кошара,tertiary,0,0.5609960405899462
3929,Новосадски пут,primary,50,0.05106050813386522
3932,Новосадски пут,primary,50,0.3664444546262142
3936,Футошки пут,primary,0,0.38066867973123436
3953,Цара Лазара,tertiary,0,2.9670470089136343
3955,Раде Кондића,primary,0,0.05261888292540478
3956,Раде Кондића,primary,0,0.0492781592693039
3957,Грмечка,tertiary,0,0.11081512176470544
3963,Раде Кондића,primary,0,0.044384649087199135
3964,Раде Кондића,primary,0,0.05404586220897444
3966,Раде Кондића,primary,0,0.6346388369979599
3969,Раде Кондића,primary,0,0.6318790982981286
3972,Грмечка,tertiary,30,0.4572384708862544
3975,Раде Кондића,primary,0,0.6049048197117454
4000,Грмечка,tertiary,0,0.4051788504432799
4007,Булевар патријарха Павла,secondary,0,0.19848977247684096
4008,Футошки пут,primary,0,0.06215085221986746
4011,Футошки пут,primary,0,0.5755695452791625
4012,Футошки пут,primary,0,0.015248186012255733
4013,Футошки пут,primary,0,0.008491593643888634
4018,Новосадски пут,primary,50,0.05709582245199763
4030,Футошки пут,primary,0,0.009497415334884183
4039,Футошки пут,primary,0,0.08056434890010138
4041,Булевар патријарха Павла,secondary,0,0.07269447534243326
4045,Футошки пут,primary,0,0.04507661176665409
4046,Nepoznata ulica,primary,0,0.012197868228033076
4047,Булевар патријарха Павла,secondary,0,0.011425693256330074
4048,Nepoznata ulica,primary,0,0.019813256076022256
4049,Булевар кнеза Милоша,primary,0,0.011168211628282047
4063,Новосадски пут,primary,50,0.5546322635650635
4064,Новосадски пут,primary,50,1.134619742473034
4069,Футошки пут,secondary,0,0.012230160289955756
4070,Булевар кнеза Милоша,primary,0,0.017728060441844926
4086,Новосадски пут,primary,50,0.05815770159626517
4096,Булевар кнеза Милоша,primary,0,0.2763096275906272
4097,Булевар кнеза Милоша,primary,0,0.2585521111177622
4106,Новосадски пут,primary,50,0.5424072177112115
4108,Новосадски пут,primary,50,0.4926638333432143
4115,Новосадски пут,primary,50,0.04943922274488372
4137,Булевар кнеза Милоша,primary,0,0.0624908548429144
4143,Булевар кнеза Милоша,primary,0,0.1992676140883291
4155,Раде Кондића,primary,50,0.04384142086136815
4157,Цара Лазара,tertiary,0,0.04071415287031074
4158,Цара Лазара,tertiary,0,0.05185562520606629
4159,Раде Кондића,primary,50,0.016992666847875513
4160,Раде Кондића,primary,0,0.10155892557691817
4162,Раде Кондића,primary,50,0.039604648354059434
4164,Раде Кондића,primary,0,0.04308424848827712
4166,Раде Кондића,primary,50,0.36882084705031093
4167,Раде Кондића,primary,0,0.42540918200567707
4168,Раде Кондића,primary,50,0.06946126787003913
4177,Новосадски пут,primary,50,0.32374398009614935
4184,Иве Лоле Рибара,primary,50,0.05315161824012503
4186,Иве Лоле Рибара,primary,50,0.5141050556305046
4188,Иве Лоле Рибара,primary,50,0.5053227317933259
4194,Новосадски пут,primary,50,0.03171417535305546
4201,Иве Лоле Рибара,primary,50,0.047205098377465574
4202,Иве Лоле Рибара,primary,50,0.059467045507163314
4203,Иве Лоле Рибара,primary,50,0.06003027683561441
4204,Иве Лоле Рибара,primary,50,0.340668601183634
4206,Иве Лоле Рибара,primary,50,0.27280373444257
4207,Иве Лоле Рибара,primary,50,0.051493856168852
4212,Новосадски пут,primary,50,0.05704982145772687
4219,Новосадски пут,primary,50,0.05322109958442285
4228,Народног фронта,tertiary,0,0.0644397447454161
4232,Хероја Пинкија,tertiary,0,0.09772411954574181
4233,Хероја Пинкија,tertiary,0,0.010844055467469155
4242,Народног фронта,tertiary,0,0.08909963904999009
4285,Булевар цара Лазара,secondary,0,0.011608837450914945
4286,Цара Душана,tertiary,0,0.014470611805313255
4258,Иво Андрић,tertiary,0,0.11386867321433679
4259,Иво Андрић,tertiary,0,0.10345096353931776
4265,Булевар цара Лазара,secondary,0,0.03233549836625453
4267,Булевар цара Лазара,secondary,0,0.0688644656020706
4268,Булевар патријарха Павла,secondary,30,0.02447242859891988
4269,Nepoznata ulica,secondary,0,0.035906179280666424
4271,Nepoznata ulica,secondary,0,0.01881036426942333
4272,Булевар патријарха Павла,secondary,30,0.07896596295674554
4273,Булевар цара Лазара,secondary,0,0.09203021542658774
4274,Nepoznata ulica,secondary,0,0.004660983227230195
4275,Булевар патријарха Павла,secondary,30,0.04093093408015351
4276,Булевар цара Лазара,secondary,0,0.09150136416084612
4279,Булевар цара Лазара,secondary,0,0.10164984452538314
4283,Булевар патријарха Павла,secondary,30,0.05913377034984608
4284,Булевар патријарха Павла,secondary,30,0.04826134132287591
4287,Цара Душана,tertiary,0,0.01222141936548863
4289,Булевар Европе,secondary,0,0.04875693109463359
4292,Булевар патријарха Павла,secondary,30,0.0847624080564218
4293,Булевар патријарха Павла,secondary,30,0.0465187904859869
4297,Народног фронта,tertiary,0,0.386271379950437
4300,Народног фронта,tertiary,0,0.3692945942351697
4301,Народног фронта,tertiary,0,0.07249774032891124
4307,Народног фронта,tertiary,0,0.08651048162526666
4327,Булевар цара Лазара,secondary,0,0.17272125110140363
4330,Цара Душана,tertiary,0,0.06496708586401138
4332,Булевар Европе,secondary,0,0.09128147634585844
4334,Булевар Европе,secondary,0,0.041719815569970155
4345,Булевар цара Лазара,secondary,0,0.4734073163822401
4346,Цара Душана,tertiary,0,0.09893481330069041
4350,Булевар Европе,secondary,0,0.08252920298918624
4362,Булевар патријарха Павла,secondary,30,0.032611224672107406
4365,Булевар патријарха Павла,secondary,30,0.041927097847130966
4366,Nepoznata ulica,secondary,0,0.0215662667756949
4367,Nepoznata ulica,secondary,0,0.013436195596416216
4368,Булевар патријарха Павла,secondary,30,0.0518519153636047
4369,Булевар патријарха Павла,secondary,30,0.03414860269912758
4371,Булевар патријарха Павла,secondary,30,0.0034353734540402536
4372,Булевар патријарха Павла,secondary,30,0.01677272133588033
4373,Булевар патријарха Павла,secondary,30,0.013656180017857273
4374,Булевар патријарха Павла,secondary,0,0.15201208768287558
4376,Булевар патријарха Павла,secondary,0,0.21864840527670154
4378,Булевар патријарха Павла,secondary,0,0.09517491314016507
4384,Nepoznata ulica,tertiary,0,0.06067787452935889
4385,Nepoznata ulica,tertiary,0,0.059551444913626045
4400,Булевар патријарха Павла,secondary,0,0.6394253579885163
4401,Булевар патријарха Павла,secondary,0,0.6472664054844295
4403,Фејеш Кларе,tertiary,0,0.016241321625697226
4404,Фејеш Кларе,tertiary,0,0.043240654254510985
4405,Фејеш Кларе,tertiary,0,0.023319040805315057
4408,Булевар патријарха Павла,secondary,0,0.15931956912338635
4409,Булевар патријарха Павла,secondary,0,0.30144838603041385
4410,Булевар патријарха Павла,secondary,0,0.11965188242098408
4411,Булевар патријарха Павла,secondary,0,0.012361553197988727
4412,Булевар патријарха Павла,secondary,0,0.12277664061604751
4413,Булевар цара Лазара,secondary,0,0.44115722001977226
4427,Булевар цара Лазара,secondary,0,0.14472894778810264
4431,Булевар цара Лазара,secondary,0,0.218683254929572
4434,Булевар цара Лазара,secondary,0,0.3129513189115331
4435,Цара Душана,tertiary,0,0.09360448989622978
4445,Булевар патријарха Павла,secondary,0,0.05822543478322231
4448,Булевар патријарха Павла,secondary,0,0.07740480213242214
4449,Булевар патријарха Павла,secondary,0,0.1056738188811363
4454,Булевар патријарха Павла,secondary,0,0.012351704934369438
4461,Булевар Европе,secondary,0,0.08467903817005591
4463,Булевар Европе,secondary,0,0.32854536632175835
4467,Булевар Европе,secondary,0,0.1067858225554616
4468,Булевар патријарха Павла,secondary,0,0.07378848840779151
4470,Булевар патријарха Павла,secondary,0,0.06567934368705237
4471,Булевар патријарха Павла,secondary,0,0.3554264938217606
4473,Булевар патријарха Павла,secondary,0,0.06856229479251473
4475,Булевар патријарха Павла,secondary,0,0.07645086111301355
4478,Булевар патријарха Павла,secondary,0,0.02540664182434633
4499,Вршачка,tertiary,0,0.39360842482615604
4501,Булевар патријарха Павла,secondary,0,0.14664577488875202
4505,Булевар патријарха Павла,secondary,0,0.2446373539228799
4518,Цара Душана,tertiary,0,0.0929830960663141
4526,Цара Душана,tertiary,0,0.0983122226346799
4528,Булевар Европе,secondary,0,0.05149481219958911
4532,Булевар Европе,secondary,0,0.049446615987603484
4534,Булевар Европе,secondary,0,0.06348819787460891
4538,Булевар Европе,secondary,0,0.07173892591574252
4552,Цара Душана,tertiary,0,0.12385848577446598
4567,Булевар цара Лазара,secondary,0,0.3324617736034386
4624,Булевар Европе,secondary,0,0.03136760926324765
4629,Булевар Европе,secondary,0,0.18649389479086328
4633,Футошки пут,secondary,0,0.46368675996269887
4637,Футошки пут,secondary,0,0.46380342314958484
4639,Вршачка,tertiary,0,0.017947491731286496
4641,Вршачка,tertiary,0,0.02566231863924571
4642,Вршачка,tertiary,0,0.021330258665427773
4646,Вршачка,tertiary,0,0.18291033630837172
4663,Булевар Европе,secondary,0,0.11128688697731592
4667,Футошки пут,secondary,0,0.008238162987928779
4669,Бате Бркића,tertiary,0,0.010295896964639072
4670,Илариона Руварца,tertiary,0,0.010102279982572071
4692,Народног фронта,tertiary,0,0.0837462697467548
4693,Фрушкогорска,tertiary,0,0.06830548969566029
4702,Булевар ослобођења,secondary,0,0.10044035174427082
4706,Булевар ослобођења,secondary,0,0.021715485720339517
4714,Булевар ослобођења,secondary,0,0.2022726400164092
4716,Булевар ослобођења,secondary,0,0.1341092122191843
4725,Фрушкогорска,tertiary,0,0.07041946316355575
4744,Фрушкогорска,tertiary,0,0.043483823763899164
4750,Фрушкогорска,tertiary,0,0.023186322777420776
4751,Фрушкогорска,tertiary,0,0.045366747811519385
4753,Фрушкогорска,tertiary,0,0.030736555541554494
4782,Булевар цара Лазара,secondary,0,0.1672102328295794
4786,Булевар ослобођења,secondary,0,0.011202360876514331
4787,Булевар цара Лазара,secondary,0,0.012385932716511165
4792,Булевар цара Лазара,secondary,0,0.09575085678180704
4793,Булевар цара Лазара,secondary,0,0.30077201945717624
4795,Булевар цара Лазара,secondary,0,0.1871848330062121
4798,Булевар цара Лазара,secondary,0,0.019316000039115898
4799,Булевар цара Лазара,secondary,0,0.05359158196517282
4800,Булевар цара Лазара,secondary,0,0.041214282288281626
4806,Булевар ослобођења,secondary,0,0.30646903990011687
4810,Булевар ослобођења,secondary,0,0.3997671585471308
4812,Фрушкогорска,tertiary,30,0.08944579441286762
4813,Фрушкогорска,tertiary,30,0.03607188522712545
4814,Булевар цара Лазара,secondary,30,0.0370112034687083
4815,Булевар цара Лазара,secondary,30,0.04703872313603123
4824,Nepoznata ulica,secondary,30,0.01528357870307664
4825,Nepoznata ulica,secondary,30,0.00868634755137358
4826,Булевар цара Лазара,secondary,30,0.0970640707777007
4827,Nepoznata ulica,secondary,30,0.021172761630997433
4828,Nepoznata ulica,secondary,30,0.022200487377508
4829,Nepoznata ulica,secondary,30,0.005511668870343345
4830,Nepoznata ulica,secondary,30,0.021412402998903943
4831,Nepoznata ulica,secondary,30,0.017401522218931053
4832,Булевар цара Лазара,secondary,30,0.07070085400141726
4833,Булевар цара Лазара,secondary,30,0.06695013527706309
4862,Максима Горког,tertiary,0,0.08990371361776991
4863,Максима Горког,tertiary,0,0.2007418808172899
4871,Максима Горког,tertiary,0,0.08382410808216087
4882,Булевар цара Лазара,secondary,0,0.17006502156236103
4890,Булевар цара Лазара,secondary,0,0.2553667118959121
4895,Булевар цара Лазара,secondary,0,0.06193393763827217
4904,Булевар цара Лазара,secondary,0,0.018534732156596907
4906,Стражиловска,tertiary,0,0.010382969787740025
4908,Булевар цара Лазара,secondary,0,0.10987314001917463
4914,Булевар цара Лазара,secondary,0,0.08877655480318694
4915,Стражиловска,tertiary,50,0.0694708039954822
4923,Булевар цара Лазара,secondary,0,0.057235129519083626
4933,Булевар цара Лазара,secondary,0,0.03323536908582391
4934,Булевар цара Лазара,secondary,0,0.03522063813501052
4936,Булевар цара Лазара,secondary,0,0.025719141330152222
4948,Булевар цара Лазара,secondary,0,0.046670648337433965
4950,Булевар цара Лазара,secondary,0,0.01485707765530163
4951,Булевар цара Лазара,secondary,0,0.0654177056158512
4953,Стражиловска,tertiary,50,0.11419056578053075
4960,Булевар цара Лазара,secondary,0,0.10366292342504685
4963,Булевар цара Лазара,secondary,0,0.037513762141153366
4992,Булевар ослобођења,secondary,0,0.02483075074625569
5002,Цара Душана,tertiary,0,0.06701162696284921
5005,Цара Душана,tertiary,0,0.0174474523229448
5012,Булевар Европе,secondary,0,0.5224549784435973
5018,Цара Душана,tertiary,0,0.08986359262562373
5037,Цара Душана,tertiary,0,0.07741041568983488
5052,Цара Душана,tertiary,0,0.08981403965817472
5060,Футошки пут,secondary,0,0.008265445808874986
5062,Бате Бркића,tertiary,0,0.011839106503135955
5063,Бате Бркића,tertiary,0,0.005387689054191153
5064,Бате Бркића,tertiary,0,0.006389824679061212
5072,Вршачка,tertiary,0,0.07717649419208969
5077,Булевар Европе,secondary,0,0.07580124890011394
5414,Булевар Јована Дучића,tertiary,0,0.00932265164250393
5083,Футошки пут,secondary,0,0.13152358698550942
5089,Футошки пут,secondary,0,0.39669985259396023
5091,Футошки пут,secondary,0,0.45323723285874223
5092,Вршачка,tertiary,0,0.04127595914445787
5093,Футошки пут,secondary,0,0.09837098608860026
5094,Вршачка,tertiary,0,0.015750238154725267
5096,Футошки пут,secondary,0,0.09155533452382938
5101,Бате Бркића,tertiary,0,0.2090368489934533
5112,Булевар Слободана Јовановића,tertiary,0,0.011337784030635394
5113,Булевар Слободана Јовановића,tertiary,0,0.011186788580997963
5114,Футошки пут,secondary,0,0.008926584914482663
5115,Футошки пут,secondary,0,0.2441028586295883
5118,Булевар Европе,secondary,0,0.034219976168233024
5204,Браће Рибникар,tertiary,30,0.0596601824191451
5122,Футошки пут,secondary,0,0.06706044270857064
5123,Булевар Слободана Јовановића,tertiary,0,0.01716088028816395
5124,Булевар Слободана Јовановића,tertiary,0,0.017515779333992707
5127,Футошки пут,secondary,0,0.18056360580330733
5133,Браће Рибникар,tertiary,30,0.07904859290892438
5141,Цара Душана,tertiary,0,0.032902357082254245
5149,Цара Душана,tertiary,0,0.09166242411967536
5150,Цара Душана,tertiary,0,0.09465060179229243
5155,Браће Рибникар,tertiary,0,0.04169686465439534
5159,Футошка,secondary,0,0.13989215941313154
5160,Футошка,secondary,0,0.08889031797331742
5162,Футошка,secondary,0,0.3029126137164731
5163,Футошка,secondary,0,0.2841177625776318
5164,Футошка,secondary,0,0.5325414392433432
5166,Футошка,secondary,0,0.06722727712816205
5167,Футошка,secondary,0,0.02849000302509229
5168,Футошка,secondary,0,0.07255246562207628
5169,Футошка,secondary,0,0.08845973249371196
5170,Хајдук Вељкова,tertiary,0,0.012555671390403792
5171,Хајдук Вељкова,tertiary,0,0.012594314108744684
5172,Футошка,secondary,0,0.09991721667905078
5173,Булевар ослобођења,secondary,0,0.14921673519114761
5175,Булевар ослобођења,secondary,0,0.08013326485270841
5176,Браће Рибникар,tertiary,30,0.0788021846725931
5179,Nepoznata ulica,tertiary,0,0.01214603917676079
5180,Булевар ослобођења,secondary,0,0.012602147522093606
5181,Браће Рибникар,tertiary,0,0.05249722005779924
5182,Браће Рибникар,tertiary,0,0.08153769862906496
5183,Браће Рибникар,tertiary,0,0.042819718447532094
5185,Булевар ослобођења,secondary,0,0.012248727420671738
5186,Браће Рибникар,tertiary,30,0.05831163440476284
5187,Браће Рибникар,tertiary,0,0.035645277431463084
5191,Булевар ослобођења,secondary,0,0.04822696745295158
5192,Nepoznata ulica,tertiary,0,0.012128741717928566
5193,Максима Горког,tertiary,0,0.10364288466346909
5194,Максима Горког,tertiary,0,0.0769123972498681
5196,Браће Рибникар,tertiary,30,0.3869759304289017
5206,Браће Рибникар,tertiary,0,0.05295292386750593
5212,Бате Бркића,tertiary,0,0.008378500054339327
5214,Футошки пут,secondary,0,0.17501746016724729
5215,Футошки пут,secondary,0,0.34990605125900354
5217,Булевар Европе,secondary,0,0.119772214128992
5220,Футошки пут,secondary,0,0.16306108072002534
5229,Бате Бркића,tertiary,0,0.006586006790707103
5233,Бате Бркића,tertiary,0,0.008462120814644944
5234,Булевар Слободана Јовановића,tertiary,0,0.014434138900447317
5238,Булевар Слободана Јовановића,tertiary,0,0.07585462497064005
5241,Булевар Европе,secondary,0,0.09147355858187912
5251,Бате Бркића,tertiary,0,0.5096594983922536
5258,Футошки пут,secondary,0,0.11306588106725218
5261,Футошки пут,secondary,0,0.11323930508524986
5265,Булевар Слободана Јовановића,tertiary,0,0.13229457508030998
5266,Булевар Слободана Јовановића,tertiary,0,0.025237873300537762
5271,Булевар Слободана Јовановића,tertiary,0,0.043864353551374434
5279,Футошка,secondary,0,0.3685693679797863
5281,Футошки пут,secondary,0,0.013108052528108299
5282,Булевар Европе,secondary,0,0.012898792041388989
5283,Булевар Европе,secondary,0,0.012012515069469544
5285,Футошка,secondary,0,0.01332678223770321
5288,Футошка,secondary,0,0.10423555237032571
5290,Булевар Европе,secondary,0,0.04424974012916798
5303,Бате Бркића,tertiary,0,0.22723036347327874
5308,Булевар Европе,secondary,60,0.08698956444005998
5324,Футошка,secondary,0,0.07985935790729325
5325,Браће Рибникар,tertiary,0,0.017324142146285297
5328,Футошка,secondary,0,0.031641262938819456
5329,Футошка,secondary,0,0.02717397260068327
5330,Футошка,secondary,0,0.05960362432839949
5331,Браће Рибникар,tertiary,0,0.06749057047469144
5332,Футошка,secondary,0,0.0908676950169856
5333,Браће Рибникар,tertiary,0,0.0548504841769146
5334,Футошка,secondary,0,0.08615809330060377
5341,Браће Рибникар,tertiary,0,0.011289170180376184
5342,Футошка,secondary,0,0.005390237476465758
5345,Хајдук Вељкова,tertiary,0,0.10696252478376059
5349,Хајдук Вељкова,tertiary,0,0.10765971110603265
5374,Бате Бркића,tertiary,0,0.04304794084997198
5378,Булевар Европе,secondary,60,0.1705206849742962
5387,Булевар Слободана Јовановића,tertiary,0,0.15046900995736653
5393,Булевар Јована Дучића,tertiary,0,0.04239326128194673
5396,Булевар Јована Дучића,tertiary,0,0.0812410986583249
5397,Булевар Јована Дучића,tertiary,0,0.038268397789858556
5399,Бате Бркића,tertiary,0,0.02822130858656839
5400,Бате Бркића,tertiary,0,0.03563317879506813
5402,Булевар Јована Дучића,tertiary,0,0.03891681863025132
5404,Бате Бркића,tertiary,0,0.014988659587079848
5405,Булевар Јована Дучића,tertiary,0,0.038259336106374074
5407,Булевар Јована Дучића,tertiary,0,0.015339802535187495
5408,Бате Бркића,tertiary,0,0.01476028086855549
5409,Булевар Јована Дучића,tertiary,0,0.009244412090996494
5410,Бате Бркића,tertiary,0,0.009336874580176839
5411,Булевар Јована Дучића,tertiary,0,0.01559756562209962
5412,Булевар Јована Дучића,tertiary,0,0.015695134424052088
5415,Булевар Европе,secondary,0,0.38396688788995664
5417,Булевар Европе,secondary,60,0.09013902329485796
5422,Булевар Слободана Јовановића,tertiary,0,0.08618298168539253
5440,Футошка,secondary,0,0.08577953053576402
5490,Стражиловска,tertiary,50,0.06181873866680267
5508,Максима Горког,tertiary,0,0.06460062766853648
5532,Стражиловска,tertiary,0,0.06478321020075532
5543,Браће Рибникар,tertiary,0,0.026333962542607028
5544,Браће Рибникар,tertiary,0,0.05751868932349292
5548,Булевар ослобођења,secondary,0,0.28314996262512976
5549,Булевар ослобођења,secondary,0,0.33159239381385736
5590,Максима Горког,tertiary,0,0.027657692386451053
5561,Футошка,secondary,0,0.3260194413063641
5562,Футошка,secondary,0,0.235816131558614
5570,Булевар ослобођења,secondary,0,0.17931000462395383
5571,Максима Горког,tertiary,0,0.007680079619476313
5574,Максима Горког,tertiary,0,0.007584486652192121
5575,Максима Горког,tertiary,0,0.08540049686349875
5577,Максима Горког,tertiary,0,0.0831728990604312
5579,Максима Горког,tertiary,0,0.05846947163511162
5580,Максима Горког,tertiary,0,0.03251330788117431
5592,Максима Горког,tertiary,0,0.04715255153248173
5598,Максима Горког,tertiary,0,0.021061968958531182
5621,Максима Горког,tertiary,0,0.06499044598073385
5622,Максима Горког,tertiary,0,0.017684627648546607
5623,Максима Горког,tertiary,0,0.07097016108800434
5624,Стражиловска,tertiary,0,0.06408289344215326
5635,Максима Горког,tertiary,0,0.06611450571096282
5642,Максима Горког,tertiary,0,0.08836919512001229
5645,Стражиловска,tertiary,0,0.005901237896157206
5647,Стражиловска,tertiary,0,0.03564295452262035
5663,Максима Горког,tertiary,0,0.17936874321338767
5670,Стражиловска,tertiary,0,0.0939369313334948
5672,Стражиловска,tertiary,0,0.07145849565339125
5673,Стражиловска,tertiary,0,0.01948870838631237
5724,Јеврејска,secondary,0,0.16049669584599194
5725,Јеврејска,secondary,0,0.1772114081413024
5736,Кеј жртава рације,secondary,0,0.041285070984740664
5744,Прерадовићева,secondary,0,0.1622541908178969
5748,Прерадовићева,secondary,50,0.009060237424195261
5754,Кеј жртава рације,secondary,0,0.09959842926901465
5755,Булевар ослобођења,secondary,0,0.0794501584844254
5757,Футошка,secondary,0,0.09124627233249631
5761,Јеврејска,secondary,0,0.13285402755982728
5762,Футошка,secondary,0,0.0880122843910244
5764,Футошка,secondary,0,0.006645617742079439
5765,Јеврејска,secondary,0,0.005913789064253612
5766,Булевар ослобођења,secondary,0,0.011632802423510837
5767,Булевар ослобођења,secondary,0,0.011921925234429333
5768,Футошка,secondary,0,0.006426230487501383
5769,Јеврејска,secondary,0,0.0060095249214171175
5772,Јеврејска,secondary,0,0.11481570405238538
5779,Булевар ослобођења,secondary,0,0.1532689544433077
5781,Булевар ослобођења,secondary,0,0.2012353057787837
5792,Каменички пут,secondary,0,0.16480241356818057
5795,Прерадовићева,secondary,50,0.1407214841006847
5803,Прерадовићева,secondary,50,0.043399058103373175
5814,Прерадовићева,secondary,0,0.2030478234742717
5817,Кеј жртава рације,secondary,0,0.07029374501809012
5828,Максима Горког,tertiary,30,0.3153297905370322
5841,Жарка Зрењанина,tertiary,0,0.05372648912593822
5844,Жарка Зрењанина,tertiary,0,0.036354847932142366
5857,Жарка Зрењанина,tertiary,0,0.03565926701203044
5859,Жарка Зрењанина,tertiary,0,0.008728235986989082
5862,Жарка Зрењанина,tertiary,0,0.03777331636555774
5877,Булевар Михајла Пупина,secondary,0,0.017268207127855602
5878,Булевар Михајла Пупина,secondary,0,0.05212976603190377
5879,Булевар Михајла Пупина,secondary,0,0.04915502024699184
5882,Жарка Зрењанина,tertiary,0,0.02426268567190292
5883,Жарка Зрењанина,tertiary,0,0.011920282696061603
5885,Жарка Зрењанина,tertiary,0,0.015525400295538595
5886,Булевар Михајла Пупина,secondary,0,0.11405163545086117
5887,Булевар Михајла Пупина,secondary,0,0.10438775385342376
5888,Булевар Михајла Пупина,secondary,0,0.1588414500574774
5897,Булевар Михајла Пупина,secondary,0,0.052892130638546635
5898,Булевар Михајла Пупина,secondary,0,0.012930074737734195
5900,Булевар Михајла Пупина,secondary,0,0.0679006405050836
5902,Прерадовићева,secondary,0,0.15507192548212692
5905,Каменички пут,secondary,0,0.07731030899246501
5908,Кеј жртава рације,secondary,0,0.0666378767038057
5914,Каменички пут,secondary,0,0.049822925662248524
5915,Београдски кеј,secondary,0,0.19597154158405766
5916,Nepoznata ulica,secondary,0,0.03707695796383292
5919,Каменички пут,secondary,30,0.055551809649787516
5921,Прерадовићева,secondary,30,0.06018517979806302
5922,Прерадовићева,secondary,30,0.061541441804119704
5924,Јеврејска,secondary,0,0.05418187333937257
5926,Булевар Михајла Пупина,secondary,0,0.08958652618169835
5928,Булевар Михајла Пупина,secondary,0,0.058183302575140074
5929,Јеврејска,secondary,0,0.061187071120288185
5930,Јеврејска,secondary,0,0.05628143992265642
5932,Булевар Михајла Пупина,secondary,0,0.027678598963032968
5933,Јеврејска,secondary,0,0.017048453453618963
5934,Јеврејска,secondary,0,0.01298486252502899
5935,Успенска,secondary,0,0.027326519860410178
5942,Булевар Михајла Пупина,secondary,0,0.08315120282320172
5945,Булевар Михајла Пупина,secondary,0,0.08873519954917758
5948,Булевар Михајла Пупина,secondary,0,0.08684659976841702
5949,Булевар Михајла Пупина,secondary,0,0.10365179344784858
5950,Булевар Михајла Пупина,secondary,0,0.07958611264926276
5951,Булевар Михајла Пупина,secondary,0,0.010056246581010134
5953,Трг Владике Николаја,secondary,30,0.0331217782589314
5957,Nepoznata ulica,secondary,30,0.02296308437847662
5958,Прерадовићева,secondary,30,0.12650398262521
5966,Трг Владике Николаја,secondary,30,0.04212086538896382
5968,Nepoznata ulica,secondary,30,0.022969313219283104
